id,start_date,lat,lon,l3,surface_total,surface_covered,price,title,property_type,operation_type
DGrHehwHjtjocwqOWj5BcQ==,2019-03-16,-34.610765,-58.4147571,Almagro,43.0,40.0,9500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
Mgt53H5cojVnehgbAtEObA==,2019-01-17,-34.5912417048,-58.4025563567,Recoleta,85.0,76.0,30000.0,HERMOSO SEMIPISO 4 AMBIENTES CON ESPACIO GUARDACOCHE Y BAULERA,Departamento,Alquiler
cgtpc+fW/oBvgVe+/hp1zQ==,2019-05-22,-34.5982215313,-58.4171407846,Almagro,48.0,42.0,22000.0,Departamento de 2 ambientes en Alquiler en Almagro,Departamento,Alquiler
YlXzbmu64J6i+ur+mggE/g==,2019-01-20,-34.570563,-58.440573,Palermo,61.0,51.0,18000.0,2 ambientes en duplex - Palermo,Departamento,Alquiler
uZeypGE6SDYRG7Co/QePVA==,2019-05-09,-34.6161478,-58.459297,Caballito,34.0,34.0,12000.0,Departamento - Caballito Norte,Departamento,Alquiler
AegvGrz/VNmSR5bnz7YeEg==,2019-05-31,-34.5627683,-58.4507852,Belgrano,40.0,40.0,17000.0,Local - Belgrano,Local comercial,Alquiler
JgUy+W+37g+G0/Su2C9JHA==,2019-03-24,-34.621173,-58.426939,Caballito,35.0,33.0,16000.0,Dpto 2 amb - cocina indep. - IMPECABLE - exc. ubic,Departamento,Alquiler
gjAWxLQsFqdvsXgtGk6MGw==,2019-01-30,-34.5827069517,-58.4486236993,Belgrano,68.0,68.0,23000.0,Alquiler: 68 m2 · cochera y baulera · Oficinas premium · Seguridad 24 horas,Oficina,Alquiler
LDbdRa2+NtpxgPOB2wDYfw==,2019-01-24,-34.580974,-58.4344231,Palermo,90.0,75.0,22000.0,Oficina en alquiler. Palermo,Oficina,Alquiler
5eUiGBduAFoN+WWKOonP6A==,2019-05-17,-34.5780655,-58.4265317,Palermo,45.0,37.0,15000.0,Beruti-Godoy Cruz: excelente ambiente al frente c/balcon y amenities. Apto prof o vivienda,Departamento,Alquiler
5LlC/+IhoYMmjxA+su242A==,2019-02-06,-34.5558219383,-58.4482692464,Belgrano,41.0,31.0,15000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
eComuPUyxrkme3Wo2BRxOw==,2019-04-17,-34.635666,-58.459141,Flores,111.0,111.0,27000.0,Alquiler Casa en Flores Capital Federal ROBERTSON 563,Casa,Alquiler
l7OvpTyLSbvn8Fb11DEw2g==,2019-02-12,-34.5858497,-58.3989809,Recoleta,106.0,106.0,39000.0,"Lindísimo Semipiso amoblado en La Isla, Francés, Reciclado de Gran Categoría, 2 Dor con Dep.",Departamento,Alquiler
GdYNsYb+KuoUkWEPpVuxvA==,2019-04-18,-34.5877896715,-58.3859547349,Recoleta,60.0,60.0,30000.0,LOFT 1 Dorm con Terraza-Jardin Amoblado,Departamento,Alquiler
jdJP7dsY4RazYsDogq4fxw==,2019-06-08,-34.5706611,-58.485405,Villa Urquiza,38.0,35.0,12000.0,Departamento 1 Ambiente c/Balcón,Departamento,Alquiler
4s92iDiRIrCSY2s412Wdig==,2019-04-06,-34.5995431,-58.4435034,Villa Crespo,43.0,40.0,13500.0,Departamento de 2 ambientes en Alquiler en Villa crespo,Departamento,Alquiler
qaKwY9q+ytJ1dDcB4IfMZw==,2019-05-20,-34.5919860682,-58.4227390195,Palermo,55.0,46.0,17500.0,Departamento de 3 ambientes en Alquiler en Palermo,Departamento,Alquiler
PS8I35ICNNp21U5hvVMU5g==,2019-05-29,-34.613297,-58.430153,Caballito,30.0,30.0,10000.0,Alquiler Departamento en Caballito Capital Federal Río de Janeiro  200,Departamento,Alquiler
UYW+kwC5mvbDZL0pkQwF2w==,2019-01-17,-34.5746358,-58.440978,Palermo,43.0,40.0,18500.0,LOCAL EN ALQUILER,Local comercial,Alquiler
l2P/gKZ5BJIUuh2XIi3o4A==,2019-04-09,-34.5824121,-58.4250217,Barrio Norte,38.0,38.0,21000.0,MONOAMBIENTE EN TORRE PALERMO UNO FULL AMENITIES,Departamento,Alquiler
w1ofcSysADJGjSqExtLrkQ==,2019-02-20,-34.6026085,-58.4373518,Almagro,40.0,40.0,10000.0,"Alquiler por 2 años en almagro, dos cuadras parque centenario",Departamento,Alquiler
iXDbGQpeJvfi6Y1t7r0sLg==,2019-01-05,-34.5941745,-58.3872758,Recoleta,100.0,100.0,23000.0,Departamento 3 ambientes Alquiler - Recoleta,Departamento,Alquiler
xyp89kiuLZkxafYYGwHq3g==,2019-04-17,-34.593635,-58.404098,Barrio Norte,192.0,150.0,30000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
tvG1xX/Ryw5hNs7xfs9UuA==,2019-01-29,-34.5895459,-58.3973636,Barrio Norte,38.0,38.0,30000.0,"Alquiler Temporario , TORRE PALERMO UNO",Departamento,Alquiler
TAyFrL1y4mRuUYfgZCc1WA==,2019-01-23,-34.5522001706,-58.4428882599,Nuñez,85.0,80.0,29000.0,Alquiler: 3 Ambientes con cochera - Torre 100% amenities - Seguridad,Departamento,Alquiler
JDNw3Vv/UBV6MRYPGJ0emw==,2019-04-01,-34.570467,-58.487243,Villa Urquiza,45.0,43.0,14000.0,Alquiler cómodo 2 ambientes,Departamento,Alquiler
4NMpwQGEhmTtkUS4/1nXiQ==,2019-01-25,-34.5967191,-58.4018293,Barrio Norte,60.0,52.0,16000.0,Departamento - Barrio Norte,Departamento,Alquiler
H8O9lIviIbn1uv1c4MOMpA==,2019-02-19,,,Palermo,40.0,40.0,14000.0,Departamento de 2 ambientes en  en Palermo viejo,Departamento,Alquiler
d5eUHmFp3uVQ65Y85nJ4Pw==,2019-02-26,-34.5792036,-58.4389737,Palermo,148.0,98.0,52000.0,Espectacular Triplex 3 Ambientes c/Parrilla y Piscina Propia,Departamento,Alquiler
9RKvdvthdgfd2rYrQAiprw==,2019-03-22,-34.6286923,-58.46465,Flores,33.0,33.0,50000.0,excelente local en alquiler,Local comercial,Alquiler
plPiGKV6LUrin0gyDPgaqQ==,2019-01-17,-34.5911609911,-58.4306970614,Palermo,45.0,43.0,20000.0,ALQUILER - 2 AMBIENTES C COCHERA EN COMPLEJO PONT BLEU - PALERMO SOHO,Departamento,Alquiler
SxL5j/NS8BNsYHqqE2Q4eA==,2019-04-30,-34.573137,-58.4393395,Belgrano,53.0,53.0,19000.0,ALQUILER 3 AMB  EN BELGRANO,Departamento,Alquiler
+LW+nu9DjASh4YUf5O8wVw==,2019-01-16,-34.5596284,-58.4630987,Belgrano,43.0,40.0,15000.0,Departamento 2 amb. con amenities - Belgrano,Departamento,Alquiler
bOafos2wXaOCYsouU7uI9w==,2019-05-14,-34.56385803,-58.45012665,Belgrano,140.0,130.0,50000.0,Jose Hernandez  2000 18°  - $ 50.000 - Departamento Alquiler,Departamento,Alquiler
7RWD/Zcw9GTHueQ+rsjg8w==,2019-06-08,,,Barrio Norte,34.0,32.0,19000.0,HERMOSO MONOAMBIENTE AMOBLADO EN BARRIO NORTE,Departamento,Alquiler
Cg3SDGVMpBWJWnv4ZNQuGQ==,2019-03-28,-34.5862554,-58.4108566,Palermo,61.0,58.0,21000.0,3 amb al contrafrente,Departamento,Alquiler
7cj+EwzDrBRQXJqGV5VqpA==,2019-01-12,-34.5789586,-58.4325177,Palermo,29.0,29.0,9500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
bZWZydHcDbWP1WUcL58/lg==,2019-02-28,-34.5999928,-58.4330305,Almagro,32.0,30.0,13000.0,Alquiler: Excelente monoambiente apto profesional • Sum • Parrilla.,Oficina,Alquiler
59XHS1d2W+oOoFLdi7hnyg==,2019-04-02,-34.5598745067,-58.4446634442,Belgrano,87.0,80.0,34900.0,Alquiler BELGRANO TORRE-Categoría-Luminoso-VIG24hs-Cochera FIJA,Departamento,Alquiler
A9opjs50aQi5qs3AUa9saA==,2019-02-03,-34.605161,-58.420025,Almagro,54.0,49.0,18500.0,ALQ. 3 AMB EN ALMAGRO LUMINOSO C/BALCON,Departamento,Alquiler
EntVTWzy+3mZz0SxdgwZmw==,2019-06-10,-34.5964025,-58.4192361,Palermo,44.0,40.0,20000.0,Alquiler 2 ambientes con balcón al contrafrente,Departamento,Alquiler
DOACiuVmRdh1nvM3W7uNuw==,2019-06-25,-34.553921,-58.449835,Belgrano,35.0,33.0,19900.0,Departamento - Belgrano Chico,Departamento,Alquiler
uIMkSWBMDpAWNII9AjnfoQ==,2019-04-27,,,Caballito,60.0,60.0,15000.0,Departamento - Caballito,Departamento,Alquiler
G79bpBJa+I7n+E+vu3dX3w==,2019-05-15,-34.5924709,-58.4029219,Recoleta,70.0,61.0,22000.0,ALQUILER 3 AMB SOBRE CALLE ECUADOR - RECOLETA,Departamento,Alquiler
LTALN4D2hQLa4P3kQ39iZA==,2019-05-12,-34.5683087,-58.448142,Belgrano,78.0,60.0,25000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
biyaxRmneJ4lCwizPlP1Kw==,2019-01-24,-34.5636673,-58.4668809,Belgrano,63.0,57.0,16000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
rseYE5m03TsOyettL+PRrg==,2019-05-10,-34.5783431,-58.4714195,Villa Urquiza,50.0,43.0,18500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
OqKkey2nHl21tKjBsxRkUA==,2019-04-06,-34.5925914,-58.4145867,Palermo,45.0,40.0,16000.0,Departamento 2 Ambientes en Palermo,Departamento,Alquiler
3QQuy677MdB78bEjENxEIg==,2019-03-20,-34.6084195,-58.4305213,Almagro,53.0,51.0,18000.0,3 ambientes lateral en alquiler en Almagro,Departamento,Alquiler
5w3JS1X7i/i7SBIknL4Kbg==,2019-03-08,-34.6162964,-58.4594199,Caballito,47.0,42.0,16500.0,Departamento de 2 ambientes con cochera en alquiler en Caballito,Departamento,Alquiler
y9b9kBQIcn4nzQ04D85kew==,2019-03-12,-34.6215194,-58.4361001,Caballito,48.0,48.0,13000.0,Retasado ! 2 ambientes con Balcón y Cochera,Departamento,Alquiler
MOCuEGgTYVUPqeYuzkt5LQ==,2019-01-13,-34.595113,-58.3972251,Recoleta,81.0,72.0,25000.0,Alquiler Depto 3 amb. con dep. Totalmente Refaccionado.,Departamento,Alquiler
7vmgak7GytEexHwqgWvE2g==,2019-05-31,-34.6043342,-58.4492327,Caballito,41.0,37.0,13000.0,Departamento - Cid Campeador,Departamento,Alquiler
aaAgBV3DIpUa2ltxZ33gTA==,2019-02-15,-34.5995853991,-58.4009304618,Recoleta,138.0,138.0,38000.0,"Local 138m² en CORDOBA, Av. 2400, Capital Federal, Recoleta, por $ 38.000",Local comercial,Alquiler
p59sqTSJ/VWu3CsVRZEe0Q==,2019-05-31,-34.6117044652,-58.4237363767,Almagro,45.0,43.0,15000.0,Departamento de 2 ambientes en Alquiler en Almagro,Departamento,Alquiler
Tdw+SgmaU53taHTkjP+nkA==,2019-01-23,-34.5891697445,-58.4130183751,Palermo,140.0,140.0,39000.0,VENTA O ALQUILER IMPORTANTE LOCAL/ OFICINA EN PALERMO A METROS DE AVENIDA SANTA FE,Local comercial,Alquiler
5P7T9pKhzCttK756huvKeg==,2019-05-16,-34.5868262,-58.3962475,Recoleta,85.0,85.0,17000.0,Alquiler  loft Vicente Lopez entre Agote y Av. Pueyrredon. Cocina integrada techos altos super luminoso y silencioso doble vidrio! balcón perimetral.,Departamento,Alquiler
rg0DRGhwJOXZVn1JDdrbaA==,2019-04-06,-34.5728721899,-58.4398611307,Belgrano,78.0,78.0,30000.0,Alquiler. Consultorio 3 ambientes. 100m². Balcón. Cochera. Apto profesional. Av Cabildo y Matienzo. Belgrano.,Oficina,Alquiler
2YaWq0iosNpiRTpwUtenkQ==,2019-05-31,-34.5644233,-58.4557565,Belgrano,65.0,57.0,23000.0,Departamento - Belgrano C,Departamento,Alquiler
NdwaNOfyTAwZaJyefWPs8w==,2019-03-20,-34.5586183,-58.4458589,Belgrano,50.0,45.0,19000.0,Excelente departamento 2 ambientes en Design Libertador,Departamento,Alquiler
/lar3m7gJ9gWoFZfL7TXhg==,2019-05-31,-34.591807183,-58.4221684259,Palermo,39.0,39.0,13000.0,Departamento de 2 ambientes en Alquiler en Palermo,Departamento,Alquiler
sOpCdsZDDKzMooTovv2n+g==,2019-03-19,-34.6024574,-58.4341623,Villa Crespo,52.0,52.0,16000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
1iVLqYIa7+N4wwEkgTjrOg==,2019-01-17,,,Caballito,43.0,43.0,11000.0,Alquiler 2 ambientes Caballito,Departamento,Alquiler
qlqlMgybBYtWXP2Xx0H/YQ==,2019-03-26,-34.5887109,-58.404672,Recoleta,35.0,35.0,14000.0,Departamento en Austria al 2000 de 1 ambiente y medio - Recoleta,Departamento,Alquiler
pk447S2ct6liPwCE7GWFew==,2019-06-26,-34.599205,-58.429564,Villa Crespo,49.0,44.0,18000.0,ALQ. 2 AMB. C/BALCÓN Y ESP GUARDA COCHE,Departamento,Alquiler
xiIHzMm/wFlyLqvH/53R0w==,2019-06-22,-34.5868103305,-58.4451784171,Palermo,44.0,38.0,18000.0,Ph Oficina en alquiler en el barrio de Palermo zona productoras,PH,Alquiler
Ehcb2dmrtTy/S79PpPrO6A==,2019-06-10,-34.5916568,-58.4179058,Palermo,59.0,56.0,20000.0,A estrenar lindísimo monoambiente divisible,Departamento,Alquiler
Z5JMIkceVyoqnbPkrHUwUA==,2019-04-05,-34.5776381465,-58.4813778887,Villa Urquiza,60.0,60.0,16000.0,"ALQUILER DEPTO 3 AMB CON BALCON, VILLA URQUIZA!!",Departamento,Alquiler
ADwNr3q3mTGTC9dNmO0zLA==,2019-03-23,-34.5877283192,-58.433822073,Palermo,48.0,48.0,26000.0,Alquiler. Oficina 48m². Sin expensas. Apto Local comercial. Excelente ubicación. Gorriti 5200 y Godoy Cruz. Palermo.,Oficina,Alquiler
J39IVbNUh/mdnqwibX+56w==,2019-01-23,-34.5645656,-58.4412439,Palermo,54.0,47.0,18000.0,Departamento - Las Cañitas,Departamento,Alquiler
EI9lWEhrW7O6hxZXaJYR4A==,2019-01-10,-34.56548,-58.46207,Belgrano,47.0,45.0,14000.0,2 amb en suite con cocina c/cdor diario- APTO PROF,Departamento,Alquiler
Vtc5ORt8zEGTYw3QLyzzww==,2019-03-15,-34.577104,-58.434134,Palermo,43.0,39.0,13000.0,2 AMB CON BALCÓN AL FRENTE A MTS DE AV. SANTA FE,Departamento,Alquiler
NGQ/6cGu51Z2u6AAmkqFtA==,2019-06-25,-34.5888883,-58.4099481,Palermo,116.0,116.0,37000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
1l99bBwIbxaZ3eU0+abRAg==,2019-05-09,-34.6231839,-58.4396972,Caballito,50.0,46.0,16000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
vse/cJp0yXQzA1bQ0jauWw==,2019-05-01,-34.6009149,-58.4050038,Barrio Norte,92.0,85.0,26000.0,Excelente departamento en alquiler en Barrio Norte,Departamento,Alquiler
kXGXc59pLq+eem47NIwSag==,2019-02-15,-34.5679922,-58.4554213,Belgrano,39.0,34.0,9800.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
tGbHrGvGTJAZ4VeCOfCoVw==,2019-02-19,-34.604156,-58.430538,Almagro,45.0,45.0,11500.0,Alquiler Departamento en Almagro Capital Federal LAMBARE 900,Departamento,Alquiler
wK+8967+lMka5zE/6iDzhw==,2019-05-10,-34.5889248,-58.4001149,Recoleta,45.0,45.0,22000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
DDOy/APRAZXDGaSfDRweCw==,2019-04-10,-34.5967954411,-58.4280205872,Villa Crespo,145.0,145.0,39000.0,Gran local en alquiler en el barrio de Villa Crespo (sin expensas),Local comercial,Alquiler
TFyB5yCt2FWmCClcI9Ad1Q==,2019-06-14,-34.5911355,-58.4177263,Palermo,49.0,40.0,15000.0,Departamento - Palermo,Departamento,Alquiler
EyVzIyFBz8HTeM0uE4ul9w==,2019-02-01,-34.5918192,-58.4125685,Palermo,100.0,100.0,25000.0,ALQUILO  Departamento 4  amb. con  dependencia   -    PALERMO,Departamento,Alquiler
66rKFkcQzTx9Ctd8g/aHog==,2019-05-13,-34.559958,-58.461417,Belgrano,35.0,31.0,13500.0,Departamento en Alquiler Belgrano Capital Federal,Departamento,Alquiler
1ArHxVO9S7pKiS1kZ/tSrg==,2019-05-15,-34.5845206735,-58.405050233,Palermo,40.0,40.0,16500.0,Departamento 2 amb apto profesional - Palermo,Departamento,Alquiler
zW1R0MuKfAsx0H+Kg0GTIQ==,2019-06-22,-34.5828229,-58.4348398,Palermo,58.0,56.0,32000.0,$32.000 - 2 amb - Palermo - Fitz Roy 1900 (SuQ),Departamento,Alquiler
w1tqpw+mfpd/buE4TkJbSQ==,2019-05-18,-34.606916,-58.4440792,Caballito,72.0,67.0,26000.0,Av. Angel Gallardo 1000 P5 Parque Centenario Semipiso 4 amb. al frente c/balcón.,Departamento,Alquiler
24vcMECbZevwNKk1yLhzGQ==,2019-03-28,-34.6019482446,-58.4293848191,Almagro,40.0,40.0,15000.0,Departamento de 2 ambientes en Alquiler en Almagro,Departamento,Alquiler
jOWxl5wCmmj81YA0nybOsg==,2019-03-16,-34.6175179,-58.40793,Flores,46.0,40.0,12000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
/roOD+YlXqpPtETf67DBqA==,2019-03-07,-34.5783786035,-58.4675493661,Belgrano,75.0,65.0,25000.0,Alquiler: 3 ambientes con cochera  y parrilla propia · Piscina · Super luminoso!,Departamento,Alquiler
7iqGqKzBI//Vj/B0nOrdCQ==,2019-04-12,-34.6028378,-58.4242463,Almagro,53.0,49.0,15000.0,Impecable departamento de 2 ambientes en alquiler a estrenar en el Barrio de Almagro.,Departamento,Alquiler
SPv39/QyM4YOeqao2X10+w==,2019-01-10,-34.5914528,-58.4346788,Palermo,120.0,120.0,28000.0,Av Cordoba 5000 - Palermo - Capital Federal,Local comercial,Alquiler
WK+awKVZ+oKHwXhpuWGWJg==,2019-03-07,-34.5620422,-58.4637617,Belgrano,65.0,65.0,22000.0,AVDA. CRÁMER 2400 - BELGRANO - SEMIPISO DE 3 AMB. EN INMEJORABLE UBICACIÓN!,Departamento,Alquiler
urHT4di7m7P23qSfZ3WDIQ==,2019-05-01,-34.5471105036,-58.46888236,Nuñez,44.0,40.0,15000.0,Oficina de dos ambientes en alquiler Nuñez,Oficina,Alquiler
Jwd3LZZGCD29I8M5iFCOKQ==,2019-04-18,-34.57837677,-58.4106369,Palermo,75.0,65.0,25000.0,"Segui, Jf  3500 7° - $ 25.000 - Departamento Alquiler",Departamento,Alquiler
+gG9jbzZ07PqgHF6D75Iig==,2019-01-10,-34.5983754,-58.4249183,Almagro,31.0,28.0,12000.0,Departamento de 1 ambiente en Alquiler en Almagro,Departamento,Alquiler
b/q7Inb2PMyflneRTexvOg==,2019-05-06,,,Palermo,58.0,58.0,17000.0,ALQUILER 3 AMBIENTES PALERMO SOHO,Departamento,Alquiler
FnJfxksIeyuZ6UHGcZanJg==,2019-04-24,-34.5639663029,-58.4566434847,Belgrano,57.0,44.0,19000.0,Alquiler Monoambiente en la mejor zona de Belgrano,Departamento,Alquiler
oNEe56sawkd6V86141KG7A==,2019-02-11,-34.6209278,-58.4458736,Caballito,51.0,48.0,16500.0,Departamento - Caballito,Departamento,Alquiler
UKKugOhgdjZDy5zEMoERRw==,2019-04-10,-34.5674669212,-58.4727831564,Belgrano,58.0,41.0,18500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
CUOI6pNSjHNJY1YOAmXAqw==,2019-01-23,-34.5658395,-58.439979,Palermo,70.0,70.0,21000.0,Departamento alquiler,Departamento,Alquiler
Y4mB4a8w2B/VJot5iXnxaQ==,2019-03-09,-34.5732781,-58.4797771,Villa Urquiza,70.0,55.0,18000.0,Tres ambientes en duplex con patio en Alquiler Villa Urquiza,Departamento,Alquiler
UNkAefK5XLr8E4CNoIa8vg==,2019-02-17,-34.62308,-58.437884,Caballito,35.0,35.0,12500.0,Alquiler 2 amb en Caballito,Departamento,Alquiler
Opwq+tuXmPahoGGraPRt8w==,2019-06-25,-34.587859,-58.4476206,Villa Crespo,50.0,50.0,13500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
ZGQWj7ebW/VXLnqoMOsk+w==,2019-03-21,,,Caballito,73.0,70.0,15500.0,ALQUILADO - HERMOSO 3 AMBIENTES - J. B. ALBERDI 700 - CABALLITO,Departamento,Alquiler
iovi6OZC80NI2JnUe/ZZpQ==,2019-06-24,-34.614849,-58.4605379,Caballito,40.0,35.0,12000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
sbAX09WBzbMeSTQMruDfTQ==,2019-05-08,-34.5780655,-58.4265317,Palermo,34.0,34.0,12000.0,Departamento - Palermo,Departamento,Alquiler
I7JQ9ER2x5aSR2W190ZueA==,2019-03-23,-34.5842853,-58.4438443,Palermo,120.0,97.0,27000.0,PH 4 AMB C/Terraza-Patio l Reciclado l Palermo l Alquiler,PH,Alquiler
8nfFsbthwpSP1NvRFTUCcA==,2019-04-10,-34.5985455,-58.4265053,Almagro,53.0,48.0,16000.0,Departamento de 2 ambientes en Alquiler en Almagro,Departamento,Alquiler
/ZAFQ4wMIOKt+3sRm9dcDg==,2019-03-14,-34.5656762,-58.4334075,Palermo,120.0,120.0,51000.0,Jorge Newbery al 1500,Oficina,Alquiler
BxCKmIlpCpa5Hu5wra+xYQ==,2019-03-11,-34.5654704,-58.4550394,Belgrano,100.0,95.0,35000.0,Local - Belgrano,Local comercial,Alquiler
oH32694MO1znqZc3qY7XhA==,2019-02-01,-34.6242728,-58.431896,Caballito,160.0,160.0,44000.0,LOCAL EN ALQUILER,Local comercial,Alquiler
GPsksE83QlwxtFcG9mqpFw==,2019-06-11,-34.5934403,-58.4421862,Villa Crespo,38.0,33.0,13500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
x7H31HJ8y4KC5ovKWGhkuQ==,2019-04-20,-34.59421,-58.3809517,Recoleta,76.0,76.0,28000.0,Alquiler - Arenales  900,Departamento,Alquiler
C1B8+2KJNgLrXXTiXjXQKw==,2019-01-18,-34.5922507,-58.4148072,Palermo,46.0,40.0,13000.0,DEPARTAMENTO ALQUILER 2 AMB PATIO INTERNO CUBIERTO BAULERA,Departamento,Alquiler
jgnz+2qZ5sqBtsCLgUUKJA==,2019-04-22,-34.5925201,-58.4228045,Palermo,60.0,60.0,15000.0,alquiler oficina,Lote,Alquiler
tpb6ZdaDOem+gvniaPUL6A==,2019-05-20,-34.58818,-58.439372,Palermo,35.0,30.0,15000.0,Palermo Hollywood Alquiler Monoambiente a estrenar,Departamento,Alquiler
a6hu77Onx0GRqi6zsdnyCg==,2019-01-23,,,Palermo,70.0,70.0,21000.0,Departamento alquiler,Departamento,Alquiler
bCe/yE3QnVAYeV5YN32HcA==,2018-12-30,-34.5917048,-58.3959666,Recoleta,49.0,49.0,13500.0,Regio Departamento 3 Ambientes Apto Profesional en Recoleta,Departamento,Alquiler
7QJvuTRzSxYLlZTQ0gU6vQ==,2019-03-29,-34.5413626,-58.4633184,Nuñez,104.0,100.0,40000.0,Alquilo 100m2 Torre,Departamento,Alquiler
zKif8nEEl7FI5qlU+2l+UQ==,2019-06-13,,,Almagro,45.0,45.0,15000.0,"EXCELENTE DEPARTAMENTO DE 2 AMBIENTES  6TO PISO CONTRA FRENTE LUMINOSO,",Departamento,Alquiler
RFC+Ot8nfeq8Zj7fcT1qBw==,2019-02-14,-34.6125502,-58.4434044,Caballito,40.0,36.0,15800.0,Alquiler Dpto 1 Ambiente divisible Piso Alto en TORRE de categoria Full Amenities!!!,Departamento,Alquiler
zbm/bkiJGIcaiJoGVyhYgQ==,2019-05-15,-34.579488,-58.423606,Palermo,35.0,35.0,13000.0,2 ambientes en Plaza Italia,Departamento,Alquiler
QXsJ9E3N3WHTCdOOk4mFgw==,2019-04-15,-34.5965884,-58.4431011,Villa Crespo,38.0,28.0,9500.0,Departamento de 1 ambiente en Alquiler en Villa crespo,Departamento,Alquiler
wPJnAZ3ULTsouFmHNn7/dQ==,2019-04-29,-34.5931411,-58.3970063,Recoleta,80.0,70.0,28000.0,ALQUILER 24 MESES - DEPTO 3 AMB -  LATERAL - Z/ RECOLETA,Departamento,Alquiler
pEsRERYIi6YJ7CIz6CMzVA==,2019-02-16,-34.5907917,-58.4008429,Recoleta,36.0,36.0,11000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
aoxXzFaDG93mpuGdmaYLpg==,2019-04-25,-34.5681757416,-58.4645770097,Belgrano,148.0,128.0,40000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
x7CCGw0yZvEpAy/lMNUOaw==,2019-03-02,-34.5673529,-58.4480978,Belgrano,42.0,36.0,13500.0,Departamento - Belgrano,Departamento,Alquiler
UV1LZQ8uCU/iQmQ/M6KjQg==,2019-05-31,-34.6036911,-58.44921875,Caballito,45.0,45.0,16000.0,Honorio Pueyrredon  1500 - $ 16.000 - Local Alquiler,Local comercial,Alquiler
+y2I+Jj8Gloi98DHiaKVgQ==,2019-06-01,-34.6026952,-58.3953851,Barrio Norte,150.0,150.0,25000.0,Oficina - Barrio Norte,Oficina,Alquiler
WlHzMCfAdmyZJ/81O0BcPA==,2019-03-19,-34.5917183,-58.3976035,Barrio Norte,90.0,90.0,25000.0,"ALQUILER RECOLETA FRENCH 2200 3 DORMIS, 90 MTS",Departamento,Alquiler
AD1PQx2FaTmQE7NB91/aAg==,2019-05-18,-34.56194,-58.463938,Belgrano,110.0,100.0,38000.0,Alquiler 4 Ambientes Dependencia Cochera BELGRANO,Departamento,Alquiler
xgZn1EFNMsbqiWiV39p7Ag==,2019-03-08,-34.5985323877,-58.4119440882,Barrio Norte,45.0,42.0,18500.0,Alquiler   EN TORRE PREMIUN 2 AMB  TODO EXTERNO CON AMENITIES 2 PILETAS SEGURIDAD LAS 24HS,Departamento,Alquiler
qMCkD93uH7gSOg2NEMfFLw==,2019-04-23,-34.5773582,-58.407118,Palermo,42.0,42.0,20000.0,Lafinur 3200/Departamento 2 ambientes Amoblado en alquiler,Departamento,Alquiler
Sf6g3pC5PhrwR43zM3ZknQ==,2019-05-10,-34.5981092,-58.4339031,Villa Crespo,55.0,52.0,16000.0,"Departamento 55 m2 calle Araoz 600, Villa Crespo ALQUILER",Departamento,Alquiler
H0GtfltKvnvMoHiRzzk7DA==,2019-01-06,-34.5985323877,-58.4119440882,Barrio Norte,45.0,42.0,15500.0,GALLO 900 ::: Alquiler   EN TORRE PREMIUN 2 AMB  TODO EXTERNO CON AMENITIES 2 PILETAS SEGURIDAD LAS 24HS,Departamento,Alquiler
Y+9t5SbaO9gd7iK2wSP/KQ==,2018-12-29,-34.5644774,-58.4562135,Belgrano,33.0,29.0,12000.0,Hermoso Monoambiente Apto Profesional en lo mejor de Belgrano,Departamento,Alquiler
yMGOdQ942fecZ0wLZYdq+A==,2019-06-22,-34.5948966,-58.3894209,Recoleta,33.0,28.0,16000.0,Simpático Ambiente Frente a Plaza Vicente Lopez.Seguridad.,Departamento,Alquiler
S/2Nw6jv9frb2wnbKFxEOg==,2019-04-26,-34.5779603093,-58.4238647726,Palermo,90.0,84.0,45000.0,Torre Quantum impecable 3 ambientes con Cochera !,Departamento,Alquiler
iaoJD5m5pNBRJ6N8Rokh2g==,2019-02-02,-34.5815099,-58.4220387,Palermo,36.0,30.0,9000.0,"MONOAMBIENTE AL FRENTE, 36 M2",Departamento,Alquiler
